ID	CHR	START	STOP	SYM	TYPE
EMC6	17	3668814	3669012	ENSG00000127774	protein_coding
P2RX5	17	3673226	3685580	ENSG00000083454	protein_coding
ITGAE	17	3714627	3801243	ENSG00000083457	protein_coding
CAMKK1	17	3860314	3893044	ENSG00000004660	protein_coding
P2RX1	17	3896591	3916500	ENSG00000108405	protein_coding
ATP2A3	17	3923874	3964442	ENSG00000074370	protein_coding
ZZEF1	17	4004444	4143020	ENSG00000074755	protein_coding
CYB5D2	17	4143167	4187310	ENSG00000167740	protein_coding
ANKFY1	17	4163906	4263979	ENSG00000185722	protein_coding
UBE2G1	17	4269258	4366628	ENSG00000132388	protein_coding
SPNS3	17	4433687	4488208	ENSG00000182557	protein_coding
SPNS2	17	4498837	4536946	ENSG00000183018	protein_coding
MYBBP1A	17	4540347	4555631	ENSG00000132382	protein_coding
GGT6	17	4556926	4560818	ENSG00000167741	protein_coding
SMTNL2	17	4583998	4608319	ENSG00000188176	protein_coding
ALOX15	17	4630901	4642294	ENSG00000161905	protein_coding
PELP1	17	4671383	4704337	ENSG00000141456	protein_coding
ARRB2	17	4710488	4721499	ENSG00000141480	protein_coding
MED11	17	4731427	4732433	ENSG00000161920	protein_coding
CXCL16	17	4735091	4739922	ENSG00000161921	protein_coding
ZMYND15	17	4740023	4746116	ENSG00000141497	protein_coding
TM4SF5	17	4771891	4783211	ENSG00000142484	protein_coding
VMO1	17	4785284	4786433	ENSG00000182853	protein_coding
GLTPD2	17	4788958	4790390	ENSG00000182327	protein_coding
PSMB6	17	4796143	4798495	ENSG00000142507	protein_coding
PLD2	17	4807095	4823434	ENSG00000129219	protein_coding
MINK1	17	4833387	4897145	ENSG00000141503	protein_coding
CHRNE	17	4899000	4903074	ENSG00000108556	protein_coding
GP1BA	17	4932296	4935030	ENSG00000185245	protein_coding
SLC25A11	17	4937129	4939212	ENSG00000108528	protein_coding
RNF167	17	4940380	4945222	ENSG00000108523	protein_coding
PFN1	17	4945651	4947469	ENSG00000108518	protein_coding
ENO3	17	4949176	4957131	ENSG00000108515	protein_coding
SPAG7	17	4959225	4967872	ENSG00000091640	protein_coding
CAMTA2	17	4967991	4987665	ENSG00000108509	protein_coding
INCA1	17	4988129	4997610	ENSG00000196388	protein_coding
KIF1C	17	4997947	5028401	ENSG00000129250	protein_coding
SLC52A1	17	5032599	5052009	ENSG00000132517	protein_coding
ZFP3	17	5078247	5096374	ENSG00000180787	protein_coding
ZNF232	17	5105540	5123116	ENSG00000167840	protein_coding
USP6	17	5116437	5175034	ENSG00000129204	protein_coding
ZNF594	17	5179535	5191883	ENSG00000180626	protein_coding
SCIMP	17	5208960	5234860	ENSG00000161929	protein_coding
NUP88	17	5386025	5418229	ENSG00000108559	protein_coding
RPAIN	17	5421295	5431484	ENSG00000129197	protein_coding
C1QBP	17	5433292	5439155	ENSG00000108561	protein_coding
DHX33	17	5440911	5469060	ENSG00000005100	protein_coding
DERL2	17	5471250	5486276	ENSG00000072849	protein_coding
MIS12	17	5486926	5490814	ENSG00000167842	protein_coding
NLRP1	17	5499426	5619424	ENSG00000091592	protein_coding
WSCD1	17	5772233	6124427	ENSG00000179314	protein_coding
AIPL1	17	6393692	6435199	ENSG00000129221	protein_coding
FAM64A	17	6444414	6449938	ENSG00000129195	protein_coding
PITPNM3	17	6457593	6556494	ENSG00000091622	protein_coding
KIAA0753	17	6578147	6636428	ENSG00000198920	protein_coding
TXNDC17	17	6641307	6642357	ENSG00000129235	protein_coding
MED31	17	6649981	6651634	ENSG00000108590	protein_coding
C17orf100	17	6651738	6653298	ENSG00000256806	lincRNA
SLC13A5	17	6684712	6713567	ENSG00000141485	protein_coding
XAF1	17	6755447	6775647	ENSG00000132530	protein_coding
FBXO39	17	6776222	6797101	ENSG00000177294	protein_coding
TEKT1	17	6789132	6831761	ENSG00000167858	protein_coding
ALOX12P2	17	6853860	6902192	ENSG00000262943	transcribed_unprocessed_pseudogene
ALOX12	17	6996064	7010736	ENSG00000108839	protein_coding
RNASEK	17	7013230	7013535	ENSG00000219200	protein_coding
C17orf49	17	7016164	7016335	ENSG00000258315	protein_coding
BCL6B	17	7023019	7030290	ENSG00000161940	protein_coding
SLC16A13	17	7036074	7040121	ENSG00000174327	protein_coding
SLC16A11	17	7041629	7043923	ENSG00000174326	protein_coding
CLEC10A	17	7074536	7080307	ENSG00000132514	protein_coding
ASGR2	17	7101321	7115700	ENSG00000161944	protein_coding
ASGR1	17	7173430	7179564	ENSG00000141505	protein_coding
DLG4	17	7189889	7219702	ENSG00000132535	protein_coding
ACADVL	17	7217715	7225273	ENSG00000072778	protein_coding
MIR324	17	7223296	7223379	ENSG00000199053	miRNA
DVL2	17	7225340	7234545	ENSG00000004975	protein_coding
PHF23	17	7235027	7239722	ENSG00000040633	protein_coding
CTDNEP1	17	7243590	7251961	ENSG00000175826	protein_coding
ELP5	17	7252622	7257038	ENSG00000170291	protein_coding
CLDN7	17	7260641	7263983	ENSG00000181885	protein_coding
SLC2A4	17	7281666	7286167	ENSG00000181856	protein_coding
YBX2	17	7288748	7294615	ENSG00000006047	protein_coding
EIF5A	17	7306998	7312455	ENSG00000132507	protein_coding
NEURL4	17	7320758	7329393	ENSG00000215041	protein_coding
ACAP1	17	7336528	7351478	ENSG00000072818	protein_coding
KCTD11	17	7351888	7354939	ENSG00000213859	protein_coding
TMEM95	17	7355122	7357219	ENSG00000182896	protein_coding
TNK1	17	7380533	7388883	ENSG00000174292	protein_coding
NLGN2	17	7404873	7419860	ENSG00000169992	protein_coding
SPEM1	17	7420359	7421632	ENSG00000181323	protein_coding
C17orf74	17	7425614	7427568	ENSG00000184560	protein_coding
TMEM102	17	7435442	7437679	ENSG00000181284	protein_coding
FGF11	17	7438272	7444937	ENSG00000161958	protein_coding
CHRNB1	17	7445060	7457707	ENSG00000170175	protein_coding
ZBTB4	17	7459365	7484263	ENSG00000174282	protein_coding
SLC35G6	17	7481401	7483064	ENSG00000259224	protein_coding
TNFSF12	17	7549777	7557890	ENSG00000239697	protein_coding
TNFSF13	17	7558291	7559297	ENSG00000161955	protein_coding
EIF4A1	17	7572705	7579005	ENSG00000161960	protein_coding
SNORD10	17	7576810	7576952	ENSG00000238917	snoRNA
CD68	17	7579466	7582111	ENSG00000129226	protein_coding
MPDU1	17	7583528	7587271	ENSG00000129255	protein_coding
SOX15	17	7588998	7590170	ENSG00000129194	protein_coding
FXR2	17	7591229	7614871	ENSG00000129245	protein_coding
SAT2	17	7626233	7627876	ENSG00000141504	protein_coding
SHBG	17	7627968	7633382	ENSG00000129214	protein_coding
ATP1B2	17	7646626	7657768	ENSG00000129244	protein_coding
TP53	17	7661778	7677434	ENSG00000141510	protein_coding
WRAP53	17	7686070	7703502	ENSG00000141499	protein_coding
EFNB3	17	7705201	7711378	ENSG00000108947	protein_coding
DNAH2	17	7717353	7833744	ENSG00000183914	protein_coding
RPL29P2	17	7754319	7754976	ENSG00000240480	transcribed_processed_pseudogene
KDM6B	17	7839903	7854796	ENSG00000132510	protein_coding
TMEM88	17	7855064	7856099	ENSG00000167874	protein_coding
NAA38	17	7856684	7885238	ENSG00000183011	protein_coding
CYB5D1	17	7859381	7862282	ENSG00000182224	protein_coding
CHD3	17	7884805	7912760	ENSG00000170004	protein_coding
KCNAB3	17	7921858	7929803	ENSG00000170049	protein_coding
TRAPPC1	17	7931010	7931576	ENSG00000170043	protein_coding
CNTROB	17	7932154	7949578	ENSG00000170037	protein_coding
GUCY2D	17	8002593	8020339	ENSG00000132518	protein_coding
ALOX15B	17	8039016	8049134	ENSG00000179593	protein_coding
ALOX12B	17	8072635	8087703	ENSG00000179477	protein_coding
MIR4314	17	8088055	8088147	ENSG00000264005	miRNA
ALOXE3	17	8095899	8119047	ENSG00000179148	protein_coding
HES7	17	8120589	8124092	ENSG00000179111	protein_coding
PER1	17	8140471	8156506	ENSG00000179094	protein_coding
VAMP2	17	8163466	8163546	ENSG00000220205	protein_coding
TMEM107	17	8173236	8176399	ENSG00000179029	protein_coding
AURKB	17	8204737	8210598	ENSG00000178999	protein_coding
LINC00324	17	8220641	8224043	ENSG00000178977	lincRNA
CTC1	17	8226872	8248044	ENSG00000178971	protein_coding
PFAS	17	8247617	8270491	ENSG00000178921	protein_coding
SLC25A35	17	8290841	8295343	ENSG00000125434	protein_coding
ARHGEF15	17	8310240	8322511	ENSG00000198844	protein_coding
ODF4	17	8339863	8346046	ENSG00000184650	protein_coding
RPL26	17	8377519	8382090	ENSG00000161970	protein_coding
RNF222	17	8390703	8397826	ENSG00000189051	protein_coding
NDEL1	17	8413130	8468160	ENSG00000166579	protein_coding
MYH10	17	8474204	8630761	ENSG00000133026	protein_coding
CCDC42	17	8729933	8745219	ENSG00000161973	protein_coding
SPDYE4	17	8753105	8758559	ENSG00000183318	protein_coding
MFSD6L	17	8797117	8799349	ENSG00000185156	protein_coding
PIK3R5	17	8878915	8965712	ENSG00000141506	protein_coding
NTN1	17	9021541	9244000	ENSG00000065320	protein_coding
STX8	17	9250470	9576591	ENSG00000170310	protein_coding
USP43	17	9644697	9729691	ENSG00000154914	protein_coding
DHRS7C	17	9771433	9781594	ENSG00000184544	protein_coding
GLP2R	17	9822205	9892102	ENSG00000065325	protein_coding
RCVRN	17	9896319	9905621	ENSG00000109047	protein_coding
GAS7	17	9910608	10198551	ENSG00000007237	protein_coding
MYH13	17	10298083	10373130	ENSG00000006788	protein_coding
MYH8	17	10390321	10421950	ENSG00000133020	protein_coding
MYH4	17	10443289	10469559	ENSG00000264424	protein_coding
MYH1	17	10492306	10518543	ENSG00000109061	protein_coding
MYH2	17	10521147	10549957	ENSG00000125414	protein_coding
MYH3	17	10628525	10657309	ENSG00000109063	protein_coding
SCO1	17	10680336	10698375	ENSG00000133028	protein_coding
ADPRM	17	10697593	10711233	ENSG00000170222	protein_coding
TMEM220	17	10699014	10730316	ENSG00000187824	protein_coding
TMEM220-AS1	17	10729776	10815164	ENSG00000263400	antisense
LINC00675	17	10797806	10804099	ENSG00000263429	lincRNA
PIRT	17	10822474	10838445	ENSG00000233670	protein_coding
SHISA6	17	11241262	11564063	ENSG00000188803	protein_coding
DNAH9	17	11598430	11969748	ENSG00000007174	protein_coding
ZNF18	17	11977438	11997510	ENSG00000154957	protein_coding
MAP2K4	17	12020823	12143830	ENSG00000065559	protein_coding
MIR744	17	12081898	12081996	ENSG00000266297	miRNA
LINC00670	17	12549781	12642854	ENSG00000179136	lincRNA
MYOCD	17	12665889	12768949	ENSG00000141052	protein_coding
ARHGAP44	17	12789538	12991643	ENSG00000006740	protein_coding
ELAC2	17	12992390	13018187	ENSG00000006744	protein_coding
HS3ST3A1	17	13495688	13601927	ENSG00000153976	protein_coding
COX10-AS1	17	13756477	14069495	ENSG00000236088	processed_transcript
CDRT15P1	17	14024513	14025488	ENSG00000141028	unprocessed_pseudogene
COX10	17	14069495	14208677	ENSG00000006695	protein_coding
CDRT15	17	14235672	14236862	ENSG00000223510	protein_coding
HS3ST3B1	17	14301082	14349404	ENSG00000125430	protein_coding
CDRT7	17	15030974	15031957	ENSG00000259944	lincRNA
CDRT8	17	15105236	15106187	ENSG00000265163	lincRNA
PMP22	17	15229777	15265326	ENSG00000109099	protein_coding
MIR4731	17	15251626	15251696	ENSG00000265110	miRNA
TEKT3	17	15303810	15341641	ENSG00000125409	protein_coding
CDRT4	17	15452512	15475728	ENSG00000239704	protein_coding
TVP23C	17	15506871	15563428	ENSG00000175106	protein_coding
CDRT1	17	15568890	15619512	ENSG00000241322	protein_coding
TRIM16	17	15643189	15684311	ENSG00000221926	protein_coding
ZNF286A	17	15701356	15711437	ENSG00000187607	protein_coding
TBC1D26	17	15732246	15746162	ENSG00000214946	protein_coding
CDRT15P2	17	15764702	15765664	ENSG00000227255	unprocessed_pseudogene
MEIS3P1	17	15786617	15787575	ENSG00000179277	processed_pseudogene
ADORA2B	17	15944916	15975746	ENSG00000170425	protein_coding
ZSWIM7	17	15976559	15993830	ENSG00000214941	protein_coding
TTC19	17	16001914	16045015	ENSG00000011295	protein_coding
NCOR1	17	16029156	16216091	ENSG00000141027	protein_coding
PIGL	17	16217208	16347674	ENSG00000108474	protein_coding
MIR1288	17	16282013	16282088	ENSG00000221355	miRNA
CENPV	17	16344596	16353499	ENSG00000166582	protein_coding
UBB	17	16380797	16382745	ENSG00000170315	protein_coding
TRPV2	17	16415541	16437003	ENSG00000187688	protein_coding
LRRC75A-AS1	17	16438821	16478678	ENSG00000175061	processed_transcript
LRRC75A	17	16442013	16492153	ENSG00000181350	protein_coding
ZNF287	17	16551386	16569206	ENSG00000141040	protein_coding
ZNF624	17	16620736	16653856	ENSG00000197566	protein_coding
CCDC144A	17	16689536	16772709	ENSG00000170160	protein_coding
USP32P1	17	16786488	16799194	ENSG00000188933	transcribed_unprocessed_pseudogene
KRT16P2	17	16829998	16832833	ENSG00000227300	transcribed_unprocessed_pseudogene
TNFRSF13B	17	16929534	16972118	ENSG00000240505	protein_coding
MPRIP	17	17042544	17217679	ENSG00000133030	protein_coding
PLD6	17	17205859	17206315	ENSG00000179598	protein_coding
FLCN	17	17212211	17228729	ENSG00000154803	protein_coding
COPS3	17	17246826	17281293	ENSG00000141030	protein_coding
NT5M	17	17303334	17347663	ENSG00000205309	protein_coding
MED9	17	17476985	17493226	ENSG00000141026	protein_coding
RASD1	17	17494436	17496395	ENSG00000108551	protein_coding
PEMT	17	17505562	17591708	ENSG00000133027	protein_coding
RAI1	17	17681472	17809439	ENSG00000108557	protein_coding
SREBF1	17	17811972	17837011	ENSG00000072310	protein_coding
MIR33B	17	17813835	17813931	ENSG00000207839	miRNA
TOM1L2	17	17843513	17972422	ENSG00000175662	protein_coding
ATPAF2	17	17988385	18039209	ENSG00000171953	protein_coding
GID4	17	18039291	18068404	ENSG00000141034	protein_coding
DRG2	17	18087885	18107971	ENSG00000108591	protein_coding
MYO15A	17	18108705	18179802	ENSG00000091536	protein_coding
ALKBH5	17	18183077	18209954	ENSG00000091542	protein_coding
LLGL1	17	18225586	18242822	ENSG00000131899	protein_coding
FLII	17	18245554	18258916	ENSG00000177731	protein_coding
MIEF2	17	18260533	18266552	ENSG00000177427	protein_coding
TOP3A	17	18271427	18315007	ENSG00000177302	protein_coding
SMCR8	17	18315309	18323203	ENSG00000176994	protein_coding
SHMT1	17	18327872	18363542	ENSG00000176974	protein_coding
EVPLL	17	18377661	18389647	ENSG00000214860	protein_coding
FLJ35934	17	18411158	18414380	ENSG00000220161	lincRNA
KRT16P1	17	18432050	18442895	ENSG00000214856	transcribed_unprocessed_pseudogene
LGALS9C	17	18476736	18494945	ENSG00000171916	protein_coding
USP32P2	17	18516524	18525930	ENSG00000233327	transcribed_unprocessed_pseudogene
FAM106A	17	18524565	18526846	ENSG00000213077	protein_coding
TBC1D28	17	18635005	18644427	ENSG00000189375	protein_coding
ZNF286B	17	18658428	18682259	ENSG00000249459	protein_coding
FOXO3B	17	18670945	18672873	ENSG00000240445	processed_pseudogene
TRIM16L	17	18697997	18736118	ENSG00000108448	protein_coding
FBXW10	17	18744012	18779349	ENSG00000171931	protein_coding
TVP23B	17	18780994	18806714	ENSG00000171928	protein_coding
PRPSAP2	17	18840084	18931268	ENSG00000141127	protein_coding
SLC5A10	17	18950344	19020212	ENSG00000154025	protein_coding
FAM83G	17	18977583	19004804	ENSG00000188522	protein_coding
GRAP	17	19024214	19047637	ENSG00000154016	protein_coding
GRAPL	17	19127468	19144170	ENSG00000189152	protein_coding
EPN2	17	19215614	19336715	ENSG00000072134	protein_coding
EPN2-AS1	17	19296595	19306261	ENSG00000235397	antisense
B9D1	17	19337553	19372224	ENSG00000108641	protein_coding
MIR1180	17	19344505	19344574	ENSG00000221540	miRNA
MAPK7	17	19378252	19382946	ENSG00000166484	protein_coding
MFAP4	17	19385098	19387240	ENSG00000166482	protein_coding
RNF112	17	19411124	19417276	ENSG00000128482	protein_coding
SLC47A1	17	19495384	19579034	ENSG00000142494	protein_coding
ALDH3A2	17	19648135	19677598	ENSG00000072210	protein_coding
SLC47A2	17	19678287	19718979	ENSG00000180638	protein_coding
ALDH3A1	17	19737983	19748943	ENSG00000108602	protein_coding
ULK2	17	19770829	19867936	ENSG00000083290	protein_coding
AKAP10	17	19904301	19978343	ENSG00000108599	protein_coding
SPECC1	17	20009343	20319026	ENSG00000128487	protein_coding
CCDC144CP	17	20321163	20403557	ENSG00000154898	transcribed_processed_pseudogene
LGALS9B	17	20449394	20467539	ENSG00000170298	protein_coding
KRT16P3	17	20501512	20512357	ENSG00000214822	transcribed_unprocessed_pseudogene
CDRT15L2	17	20579723	20580911	ENSG00000214819	protein_coding
CCDC144NL	17	20836446	20896140	ENSG00000205212	protein_coding
USP22	17	20999596	21043760	ENSG00000124422	protein_coding
DHRS7B	17	21123363	21193265	ENSG00000109016	protein_coding
TMEM11	17	21197279	21214624	ENSG00000178307	protein_coding
MAP2K3	17	21284671	21315240	ENSG00000034152	protein_coding
KCNJ12	17	21376196	21419867	ENSG00000184185	protein_coding
C17orf51	17	21524789	21574458	ENSG00000212719	protein_coding
FAM27L	17	22298690	22299893	ENSG00000178130	lincRNA
MTRNR2L1	17	22523110	22524665	ENSG00000256618	protein_coding
MIR4522	17	27293909	27293996	ENSG00000263583	miRNA
WSB1	17	27294075	27313631	ENSG00000109046	protein_coding
TBC1D3P5	17	27417689	27431623	ENSG00000266433	transcribed_unprocessed_pseudogene
KSR1	17	27456643	27621273	ENSG00000141068	protein_coding
LGALS9	17	27629797	27649560	ENSG00000168961	protein_coding
NOS2	17	27756765	27800499	ENSG00000007171	protein_coding
LYRM9	17	27882938	27892511	ENSG00000232859	protein_coding
NLK	17	28041736	28196381	ENSG00000087095	protein_coding
PYY2	17	28226562	28228065	ENSG00000237575	transcribed_unprocessed_pseudogene
KRT18P55	17	28296611	28317783	ENSG00000265480	transcribed_unprocessed_pseudogene
TMEM97	17	28319094	28325835	ENSG00000109084	protein_coding
IFT20	17	28328886	28335469	ENSG00000109083	protein_coding
TNFAIP1	17	28335601	28342512	ENSG00000109079	protein_coding
TMEM199	17	28357580	28363683	ENSG00000244045	protein_coding
MIR4723	17	28360653	28360734	ENSG00000264302	miRNA
VTN	17	28368520	28373091	ENSG00000109072	protein_coding
SARM1	17	28371661	28388539	ENSG00000004139	protein_coding
SLC46A1	17	28402237	28407197	ENSG00000076351	protein_coding
SLC13A2	17	28473292	28497781	ENSG00000007216	protein_coding
FOXN1	17	28506242	28538896	ENSG00000109101	protein_coding
UNC119	17	28546706	28552668	ENSG00000109103	protein_coding
PIGS	17	28553382	28571872	ENSG00000087111	protein_coding
ALDOC	17	28573114	28577264	ENSG00000109107	protein_coding
SPAG5	17	28577573	28599279	ENSG00000076382	protein_coding
SPAG5-AS1	17	28598789	28617375	ENSG00000227543	processed_transcript
SGK494	17	28611796	28612687	ENSG00000167524	protein_coding
KIAA0100	17	28614439	28645454	ENSG00000007202	protein_coding
SDF2	17	28648355	28661220	ENSG00000132581	protein_coding
SUPT6H	17	28670907	28702679	ENSG00000109111	protein_coding
PROCA1	17	28703196	28711854	ENSG00000167525	protein_coding
RAB34	17	28714280	28718429	ENSG00000109113	protein_coding
RPL23A	17	28719392	28723800	ENSG00000198242	protein_coding
SNORD42B	17	28720549	28720616	ENSG00000238423	snoRNA
SNORD42A	17	28723428	28723492	ENSG00000238649	snoRNA
SNORD4B	17	28723681	28723753	ENSG00000238597	snoRNA
TLCD1	17	28725303	28727935	ENSG00000160606	protein_coding
NEK8	17	28728779	28743455	ENSG00000160602	protein_coding
TRAF4	17	28743983	28750956	ENSG00000076604	protein_coding
FAM222B	17	28755977	28842839	ENSG00000173065	protein_coding
ERAL1	17	28856263	28861067	ENSG00000132591	protein_coding
FLOT2	17	28879334	28897679	ENSG00000132589	protein_coding
DHRS13	17	28897780	28903071	ENSG00000167536	protein_coding
PHF12	17	28905249	28951771	ENSG00000109118	protein_coding
PIPOX	17	28951859	29057216	ENSG00000179761	protein_coding
SEZ6	17	28954900	29006440	ENSG00000063015	protein_coding
MYO18A	17	29079726	29180412	ENSG00000196535	protein_coding
CRYBA1	17	29246862	29254494	ENSG00000108255	protein_coding
NUFIP2	17	29255835	29294118	ENSG00000108256	protein_coding
TAOK1	17	29390463	29551904	ENSG00000160551	protein_coding
ABHD15	17	29560546	29563086	ENSG00000168792	protein_coding
TP53I13	17	29567179	29573157	ENSG00000167543	protein_coding
GIT1	17	29573468	29594054	ENSG00000108262	protein_coding
ANKRD13B	17	29589768	29613174	ENSG00000198720	protein_coding
CORO6	17	29615944	29622907	ENSG00000167549	protein_coding
SSH2	17	29625937	29928584	ENSG00000141298	protein_coding
EFCAB5	17	29929199	30108452	ENSG00000176927	protein_coding
NSRP1	17	30115520	30186475	ENSG00000126653	protein_coding
SLC6A4	17	30194318	30236002	ENSG00000108576	protein_coding
BLMH	17	30248199	30292042	ENSG00000108578	protein_coding
TMIGD1	17	30316332	30334059	ENSG00000182271	protein_coding
CPD	17	30378904	30469989	ENSG00000108582	protein_coding
GOSR1	17	30477361	30527592	ENSG00000108587	protein_coding
TBC1D29	17	30557111	30563493	ENSG00000266733	protein_coding
SH3GL1P2	17	30624412	30625494	ENSG00000264943	processed_pseudogene
LRRC37BP1	17	30629679	30629794	ENSG00000250462	transcribed_unprocessed_pseudogene
SUZ12P1	17	30709298	30790908	ENSG00000264538	transcribed_unprocessed_pseudogene
CRLF3	17	30769387	30824776	ENSG00000176390	protein_coding
ATAD5	17	30831969	30895869	ENSG00000176208	protein_coding
TEFM	17	30897335	30904529	ENSG00000172171	protein_coding
ADAP2	17	30921679	30959322	ENSG00000184060	protein_coding
RNF135	17	30968784	30999911	ENSG00000181481	protein_coding
DPRXP4	17	30975386	30975954	ENSG00000264743	processed_pseudogene
MIR4733	17	31094349	31094425	ENSG00000265444	miRNA
NF1	17	31094926	31382116	ENSG00000196712	protein_coding
OMG	17	31272012	31297411	ENSG00000126861	protein_coding
EVI2A	17	31320372	31321884	ENSG00000126860	protein_coding
MIR4724	17	31534882	31534971	ENSG00000266459	miRNA
MIR193A	17	31559995	31560083	ENSG00000207614	miRNA
MIR4725	17	31575268	31575358	ENSG00000265976	miRNA
MIR365B	17	31575410	31575521	ENSG00000199187	miRNA
COPRS	17	31851863	31859337	ENSG00000172301	protein_coding
UTP6	17	31860903	31901765	ENSG00000108651	protein_coding
SUZ12	17	31937017	32001045	ENSG00000178691	protein_coding
LRRC37B	17	32007871	32053504	ENSG00000185158	protein_coding
SH3GL1P1	17	32039973	32042828	ENSG00000266777	transcribed_processed_pseudogene
ARGFXP2	17	32150432	32151504	ENSG00000265293	processed_pseudogene
RHOT1	17	32171042	32253374	ENSG00000126858	protein_coding
RHBDL3	17	32266175	32316292	ENSG00000141314	protein_coding
C17orf75	17	32331361	32350023	ENSG00000108666	protein_coding
MIR632	17	32350108	32350202	ENSG00000207928	miRNA
ZNF207	17	32350116	32381886	ENSG00000010244	protein_coding
PSMD11	17	32444260	32483318	ENSG00000108671	protein_coding
CDK5R1	17	32486618	32491256	ENSG00000176749	protein_coding
MYO1D	17	32492521	32877177	ENSG00000176658	protein_coding
TMEM98	17	32927909	32945106	ENSG00000006042	protein_coding
SPACA3	17	32970375	32997877	ENSG00000141316	protein_coding
ASIC2	17	33013086	34157294	ENSG00000108684	protein_coding
AA06	17	33529786	33533760	ENSG00000265544	sense_intronic
CCL2	17	34256221	34257203	ENSG00000108691	protein_coding
CCL7	17	34270220	34272242	ENSG00000108688	protein_coding
CCL11	17	34285667	34288334	ENSG00000172156	protein_coding
CCL8	17	34319035	34321402	ENSG00000108700	protein_coding
CCL13	17	34356451	34358610	ENSG00000181374	protein_coding
CCL1	17	34360327	34363231	ENSG00000108702	protein_coding
C17orf102	17	34574122	34579369	ENSG00000197322	lincRNA
TMEM132E	17	34580748	34639318	ENSG00000181291	protein_coding
CCT6B	17	34927858	34961509	ENSG00000132141	protein_coding
ZNF830	17	34961529	34963186	ENSG00000198783	protein_coding
LIG3	17	34980493	35005064	ENSG00000005156	protein_coding
RFFL	17	35014739	35089319	ENSG00000092871	protein_coding
RAD51D	17	35099791	35120044	ENSG00000185379	protein_coding
RAD51L3-RFFL	17	35120046	35120065	ENSG00000267618	protein_coding
FNDC8	17	35121578	35127417	ENSG00000073598	protein_coding
NLE1	17	35133170	35142315	ENSG00000073536	protein_coding
UNC45B	17	35147816	35189345	ENSG00000141161	protein_coding
SLC35G3	17	35192519	35194393	ENSG00000164729	protein_coding
SLFN5	17	35243035	35273655	ENSG00000166750	protein_coding
SLFN11	17	35350304	35373701	ENSG00000172716	protein_coding
SLFN12	17	35411059	35433283	ENSG00000172123	protein_coding
SLFN13	17	35435095	35448837	ENSG00000154760	protein_coding
SLFN12L	17	35473688	35537861	ENSG00000205045	protein_coding
SLFN14	17	35548124	35558098	ENSG00000236320	protein_coding
SNORD7	17	35573656	35573753	ENSG00000207297	snoRNA
PEX12	17	35574794	35578863	ENSG00000108733	protein_coding
AP2B1	17	35586898	35726417	ENSG00000006125	protein_coding
RPL23	17	38847864	38853843	ENSG00000125691	protein_coding
LASP1	17	38869858	38921770	ENSG00000002834	protein_coding
LINC00672	17	38925167	38928057	ENSG00000263874	lincRNA
FBXO47	17	38936431	38967402	ENSG00000204952	protein_coding
LRRC37A11P	17	39027276	39053205	ENSG00000214553	transcribed_unprocessed_pseudogene
PLXDC1	17	39063302	39154394	ENSG00000161381	protein_coding
ARL5C	17	39156893	39167065	ENSG00000141748	protein_coding
CACNB1	17	39173455	39197703	ENSG00000067191	protein_coding
RPL19	17	39200282	39204727	ENSG00000108298	protein_coding
STAC2	17	39210535	39225872	ENSG00000141750	protein_coding
FBXL20	17	39259130	39402523	ENSG00000108306	protein_coding
MED1	17	39404284	39451286	ENSG00000125686	protein_coding
CDK12	17	39461510	39564907	ENSG00000167258	protein_coding
NEUROD2	17	39604779	39607943	ENSG00000171532	protein_coding
PPP1R1B	17	39626739	39636626	ENSG00000131771	protein_coding
STARD3	17	39637064	39663484	ENSG00000131748	protein_coding
TCAP	17	39664186	39666555	ENSG00000173991	protein_coding
PNMT	17	39667980	39670475	ENSG00000141744	protein_coding
PGAP3	17	39671121	39696797	ENSG00000161395	protein_coding
ERBB2	17	39688695	39728662	ENSG00000141736	protein_coding
MIR4728	17	39726494	39726561	ENSG00000265178	miRNA
MIEN1	17	39729155	39729761	ENSG00000141741	protein_coding
GRB7	17	39737926	39747291	ENSG00000141738	protein_coding
IKZF3	17	39764944	39864188	ENSG00000161405	protein_coding
ZPBP2	17	39868163	39877896	ENSG00000186075	protein_coding
GSDMB	17	39904594	39918650	ENSG00000073605	protein_coding
ORMDL3	17	39921040	39927601	ENSG00000172057	protein_coding
LRRC3C	17	39941473	39944747	ENSG00000204913	protein_coding
GSDMA	17	39962972	39977766	ENSG00000167914	protein_coding
PSMD3	17	39980796	39997960	ENSG00000108344	protein_coding
CSF3	17	40015360	40017813	ENSG00000108342	protein_coding
MED24	17	40019096	40061215	ENSG00000008838	protein_coding
SNORD124	17	40027541	40027645	ENSG00000238793	snoRNA
THRA	17	40058289	40092627	ENSG00000126351	protein_coding
NR1D1	17	40093911	40100725	ENSG00000126368	protein_coding
MSL1	17	40122297	40136789	ENSG00000188895	protein_coding
CASC3	17	40140322	40172183	ENSG00000108349	protein_coding
WIPF2	17	40219303	40284136	ENSG00000171475	protein_coding
CDC6	17	40287632	40302919	ENSG00000094804	protein_coding
RARA	17	40309191	40356842	ENSG00000131759	protein_coding
RARA-AS1	17	40340866	40343136	ENSG00000265666	antisense
TOP2A	17	40388515	40417950	ENSG00000131747	protein_coding
IGFBP4	17	40443449	40457731	ENSG00000141753	protein_coding
TNS4	17	40475827	40501597	ENSG00000131746	protein_coding
